Specimen_ID,Specimen_description,Specimen_azimuth,Specimen_plunge,Specimen_mass[g],Specimen_vol[cc],Specimen_coordinate,Uchannel_length[cm],Uchannel_area[cm2],Sample_ID,Sample_description,Site_ID,Site_description,Site_lat,Site_lon,Site_coordinate,Site_bedding_dip,Site_dip_azimuth,Locality_ID,Locality_description,Expedition_ID,Expedition_description,material_ID,material_description,material_manufacturer,material_composition,material_mineral_name,material_grain_length[um],material_grain_L/W_ratio,composition_parameter_X,composition_parameter_Y,oxidation_parameter_Z,Sample_method_codes,Site_method_codes,Site_geologic_classes,Site_geologic_types,Site_lithologies,Site_age,Site_age_sigma,Site_age_low,Site_age_high,Site_age_unit,Locality_type,Locality_geologic_classes,Locality_lithologies,Locality_age,Locality_age_sigma,Locality_age_low,Locality_age_high,Locality_age_unit
D6A-1581t,polished thick section prepared for SEM analysis and QDM analysis,,,,,1581,,,D6A-1581,1 to 1.4 mm grain size,D6A-1581,Severson unit BH (u); Severson description: AT; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1581,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1566a,oriented specimen for remanence,0,-90,28.560249,,1566,,,D6A-1566,0.5 to 0.7 mm grain size,D6A-1566,Severson unit BH (u); Severson description: Pic-F.P. lens; rock type: picrite; sulfide 0%,47.6989,268.1638,1566,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1566b,chip for rock magnetic experiments,,,0.18381,,1566,,,D6A-1566,0.5 to 0.7 mm grain size,D6A-1566,Severson unit BH (u); Severson description: Pic-F.P. lens; rock type: picrite; sulfide 0%,47.6989,268.1638,1566,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1566c,chip for rock magnetic experiments,,,0.17799,,1566,,,D6A-1566,0.5 to 0.7 mm grain size,D6A-1566,Severson unit BH (u); Severson description: Pic-F.P. lens; rock type: picrite; sulfide 0%,47.6989,268.1638,1566,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1566t,polished thick section prepared for SEM analysis and QDM analysis,,,,,1566,,,D6A-1566,0.5 to 0.7 mm grain size,D6A-1566,Severson unit BH (u); Severson description: Pic-F.P. lens; rock type: picrite; sulfide 0%,47.6989,268.1638,1566,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1561a,oriented specimen for remanence,0,-90,26.34071,,1561,,,D6A-1561,0.2 to 0.5 cm grain size,D6A-1561,Severson unit BH (u); Severson description: AT; rock type: anorthositic troctolite; sulfide 1%,47.6989,268.1638,1561,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1561b,chip for rock magnetic experiments,,,0.14911,,1561,,,D6A-1561,0.2 to 0.5 cm grain size,D6A-1561,Severson unit BH (u); Severson description: AT; rock type: anorthositic troctolite; sulfide 1%,47.6989,268.1638,1561,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1551a,oriented specimen for remanence,0,-90,32.519741,,1551,,,D6A-1551,0.7 to 1 mm grain size,D6A-1551,Severson unit BH (u); Severson description: SERP F.P.; rock type: picrite; sulfide 1%,47.6989,268.1638,1551,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1551b,chip for rock magnetic experiments,,,0.14847,,1551,,,D6A-1551,0.7 to 1 mm grain size,D6A-1551,Severson unit BH (u); Severson description: SERP F.P.; rock type: picrite; sulfide 1%,47.6989,268.1638,1551,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1551c,chip for rock magnetic experiments,,,0.14149,,1551,,,D6A-1551,0.7 to 1 mm grain size,D6A-1551,Severson unit BH (u); Severson description: SERP F.P.; rock type: picrite; sulfide 1%,47.6989,268.1638,1551,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1551t,polished thick section prepared for SEM analysis and QDM analysis,,,,,1551,,,D6A-1551,0.7 to 1 mm grain size,D6A-1551,Severson unit BH (u); Severson description: SERP F.P.; rock type: picrite; sulfide 1%,47.6989,268.1638,1551,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1528a,oriented specimen for remanence,0,-90,27.483801,,1528,,,D6A-1528,0.3 to 0.5 cm grain size,D6A-1528,Severson unit BH (u); Severson description: AT-HOMOG; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1528,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1528b,chip for rock magnetic experiments,,,0.13338,,1528,,,D6A-1528,0.3 to 0.5 cm grain size,D6A-1528,Severson unit BH (u); Severson description: AT-HOMOG; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1528,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1528c,chip for rock magnetic experiments,,,0.14369,,1528,,,D6A-1528,0.3 to 0.5 cm grain size,D6A-1528,Severson unit BH (u); Severson description: AT-HOMOG; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1528,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1509a,oriented specimen for remanence,0,-90,24.855949,,1509,,,D6A-1509,0.5 to 1 cm grain size,D6A-1509,Severson unit BH (u); Severson description: HET (PIC/ORT bnds) this in in ORT; rock type: anorthositic troctolite; sulfide 1%,47.6989,268.1638,1509,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1509b,chip for rock magnetic experiments,,,0.13248,,1509,,,D6A-1509,0.5 to 1 cm grain size,D6A-1509,Severson unit BH (u); Severson description: HET (PIC/ORT bnds) this in in ORT; rock type: anorthositic troctolite; sulfide 1%,47.6989,268.1638,1509,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1509c,chip for rock magnetic experiments,,,0.154,,1509,,,D6A-1509,0.5 to 1 cm grain size,D6A-1509,Severson unit BH (u); Severson description: HET (PIC/ORT bnds) this in in ORT; rock type: anorthositic troctolite; sulfide 1%,47.6989,268.1638,1509,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1509d,"chip for rock magnetic experiments, plagioclase chip",,,0.04324,,1509,,,D6A-1509,0.5 to 1 cm grain size,D6A-1509,Severson unit BH (u); Severson description: HET (PIC/ORT bnds) this in in ORT; rock type: anorthositic troctolite; sulfide 1%,47.6989,268.1638,1509,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1504a,oriented specimen for remanence,0,-90,28.05776,,1504,,,D6A-1504,0.2 cm grain size,D6A-1504,Severson unit BH (u); Severson description: PIC-(F.P.); rock type: picrite; sulfide 1%,47.6989,268.1638,1504,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1504b,chip for rock magnetic experiments,,,0.17219,,1504,,,D6A-1504,0.2 cm grain size,D6A-1504,Severson unit BH (u); Severson description: PIC-(F.P.); rock type: picrite; sulfide 1%,47.6989,268.1638,1504,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1504c,chip for rock magnetic experiments,,,0.1192,,1504,,,D6A-1504,0.2 cm grain size,D6A-1504,Severson unit BH (u); Severson description: PIC-(F.P.); rock type: picrite; sulfide 1%,47.6989,268.1638,1504,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1500a,oriented specimen for remanence,0,-90,27.825729,,1500,,,D6A-1500,0.2 cm grain size,D6A-1500,Severson unit BH (u); Severson description: PIC-(F.P.); rock type: picrite; sulfide 2%,47.6989,268.1638,1500,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1500b,chip for rock magnetic experiments,,,0.17042,,1500,,,D6A-1500,0.2 cm grain size,D6A-1500,Severson unit BH (u); Severson description: PIC-(F.P.); rock type: picrite; sulfide 2%,47.6989,268.1638,1500,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1465a,oriented specimen for remanence,0,-90,26.444929,,1465.5,,,D6A-1465,0.5 cm grain size with almost ophitic texture and some larger sulfides,D6A-1465,Severson unit BH (u); Severson description: AT; rock type: anorthositic troctolite; sulfide 2%,47.6989,268.1638,1465.5,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1465b,chip for rock magnetic experiments,,,0.16324,,1465.5,,,D6A-1465,0.5 cm grain size with almost ophitic texture and some larger sulfides,D6A-1465,Severson unit BH (u); Severson description: AT; rock type: anorthositic troctolite; sulfide 2%,47.6989,268.1638,1465.5,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1464a,oriented specimen for remanence,0,-90,29.96596,,1464,,,D6A-1464,1 to 2 mm grain size,D6A-1464,Severson unit BH (u); Severson description: AT; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1464,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1464b,chip for rock magnetic experiments,,,0.15632,,1464,,,D6A-1464,1 to 2 mm grain size,D6A-1464,Severson unit BH (u); Severson description: AT; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1464,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1464c,chip for rock magnetic experiments,,,0.14367,,1464,,,D6A-1464,1 to 2 mm grain size,D6A-1464,Severson unit BH (u); Severson description: AT; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1464,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1463a,oriented specimen for remanence,0,-90,34.453739,,1462.75,,,D6A-1463,1 mm grain size with abundant CL drops,D6A-1463,Severson unit U1; Severson description: PIC (at BH (u) contact; abund. Cl drops); rock type: picrite; sulfide 0%,47.6989,268.1638,1462.75,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1463b,chip for rock magnetic experiments,,,0.21066,,1462.75,,,D6A-1463,1 mm grain size with abundant CL drops,D6A-1463,Severson unit U1; Severson description: PIC (at BH (u) contact; abund. Cl drops); rock type: picrite; sulfide 0%,47.6989,268.1638,1462.75,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1461a,oriented specimen for remanence,0,-90,27.37863,,1461,,,D6A-1461,1 mm grain size with white talc splotches and trace sulfides,D6A-1461,Severson unit U1; Severson description: PIC (abund. Cl drops); rock type: picrite; sulfide 0%,47.6989,268.1638,1461,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1461b,chip for rock magnetic experiments,,,0.19026,,1461,,,D6A-1461,1 mm grain size with white talc splotches and trace sulfides,D6A-1461,Severson unit U1; Severson description: PIC (abund. Cl drops); rock type: picrite; sulfide 0%,47.6989,268.1638,1461,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1446a,oriented specimen for remanence,0,-90,33.909248,,1446,,,D6A-1446,0.3 cm grain size with 1 mm olivines,D6A-1446,Severson unit U1; Severson description: PIC (top 3 in grades to peridotite/dunite; abund. Cl drops); rock type: peridotite; sulfide 0%,47.6989,268.1638,1446,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1446b,chip for rock magnetic experiments,,,0.16029,,1446,,,D6A-1446,0.3 cm grain size with 1 mm olivines,D6A-1446,Severson unit U1; Severson description: PIC (top 3 in grades to peridotite/dunite; abund. Cl drops); rock type: peridotite; sulfide 0%,47.6989,268.1638,1446,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1342a,oriented specimen for remanence,0,-90,32.762852,,1342,,,D6A-1342,1.4 to 2 mm grain size with very small (1 mm) sulfides,D6A-1342,Severson unit U1; Severson description: PIC w/ T bnd (HET mix of PIC/ORT/T); rock type: picrite and troctolite mix; sulfide 1%,47.6989,268.1638,1342,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Picrite:Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
