Specimen_ID,Specimen_description,Specimen_azimuth,Specimen_plunge,Specimen_mass[g],Specimen_vol[cc],Specimen_coordinate,Uchannel_length[cm],Uchannel_area[cm2],Sample_ID,Sample_description,Site_ID,Site_description,Site_lat,Site_lon,Site_coordinate,Site_bedding_dip,Site_dip_azimuth,Locality_ID,Locality_description,Expedition_ID,Expedition_description,material_ID,material_description,material_manufacturer,material_composition,material_mineral_name,material_grain_length[um],material_grain_L/W_ratio,composition_parameter_X,composition_parameter_Y,oxidation_parameter_Z
D6A-1196a,oriented specimen for remanence,0,0,,,1196,,,D6A-1196,0.5 cm grain size on average with some plag crystals up to 1cm in length,D6A-1196,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,1196,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1196b,chip for rock magnetic experiments,,,,,1196,,,D6A-1196,0.5 cm grain size on average with some plag crystals up to 1cm in length,D6A-1196,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,1196,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1171a,oriented specimen for remanence,0,0,,,1171,,,D6A-1171,0.5 to 0.7 cm grain size with some poikiocrysts and a general subophitic texture,D6A-1171,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,1171,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1171b,chip for rock magnetic experiments,,,,,1171,,,D6A-1171,0.5 to 0.7 cm grain size with some poikiocrysts and a general subophitic texture,D6A-1171,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,1171,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1140a,oriented specimen for remanence,0,0,,,1140,,,D6A-1140,0.5 cm grain size on average with a subophitic texture and no obvious serpentinization,D6A-1140,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 1%,47.6989,-91.8362,1140,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1140b,chip for rock magnetic experiments,,,,,1140,,,D6A-1140,0.5 cm grain size on average with a subophitic texture and no obvious serpentinization,D6A-1140,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 1%,47.6989,-91.8362,1140,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1110a,oriented specimen for remanence,0,0,,,1110,,,D6A-1110,0.3 to 0.5 cm grain size with some poikiocrysts and no serpentinization,D6A-1110,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,1110,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1110b,chip for rock magnetic experiments,,,,,1110,,,D6A-1110,0.3 to 0.5 cm grain size with some poikiocrysts and no serpentinization,D6A-1110,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,1110,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1108a,oriented specimen for remanence,0,0,,,1108,,,D6A-1108,0.3  to 0.5 cm grain size with a serpentinite vein curtting through the center of the core section,D6A-1108,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 1%,47.6989,-91.8362,1108,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1108b,chip for rock magnetic experiments,,,,,1108,,,D6A-1108,0.3  to 0.5 cm grain size with a serpentinite vein curtting through the center of the core section,D6A-1108,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 1%,47.6989,-91.8362,1108,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1089a,oriented specimen for remanence,0,0,,,1089,,,D6A-1089,0.4 to 0.7 cm grain size with no serpentinization,D6A-1089,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,1089,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1089b,chip for rock magnetic experiments,,,,,1089,,,D6A-1089,0.4 to 0.7 cm grain size with no serpentinization,D6A-1089,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,1089,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1050a,oriented specimen for remanence,0,0,,,1050,,,D6A-1050,0.2 to 0.5 cm grain size,D6A-1050,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: auite troctolite; sulfide 1%,47.6989,-91.8362,1050,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1050b,chip for rock magnetic experiments,,,,,1050,,,D6A-1050,0.2 to 0.5 cm grain size,D6A-1050,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: auite troctolite; sulfide 1%,47.6989,-91.8362,1050,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1025a,oriented specimen for remanence,0,0,,,1025,,,D6A-1025,0.2 to 0.4 cm grain size with a large percentage of plag,D6A-1025,Severson unit MAIN AGT; Severson description: AN TROCT HOMOG w/ FLUXION; rock type: anorthositic troctolite; sulfide 0%,47.6989,-91.8362,1025,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1025b,chip for rock magnetic experiments,,,,,1025,,,D6A-1025,0.2 to 0.4 cm grain size with a large percentage of plag,D6A-1025,Severson unit MAIN AGT; Severson description: AN TROCT HOMOG w/ FLUXION; rock type: anorthositic troctolite; sulfide 0%,47.6989,-91.8362,1025,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1005a,oriented specimen for remanence,0,0,,,1005,,,D6A-1005,0.2 to 0.4 cm grain size,D6A-1005,Severson unit MAIN AGT; Severson description: AN TROCT HOMOG w/ FLUXION; rock type: anorthositic troctolite; sulfide 0%,47.6989,-91.8362,1005,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-1005b,chip for rock magnetic experiments,,,,,1005,,,D6A-1005,0.2 to 0.4 cm grain size,D6A-1005,Severson unit MAIN AGT; Severson description: AN TROCT HOMOG w/ FLUXION; rock type: anorthositic troctolite; sulfide 0%,47.6989,-91.8362,1005,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-962a,oriented specimen for remanence,,,,,962,,,D6A-962,0.5 cm grain size on average with a 1.5 cm wide seperentinization vein where the core chip was taken,D6A-962,Severson unit MAIN AGT; Severson description: AGT (AAT) HET; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,962,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-962b,chip for rock magnetic experiments,,,,,962,,,D6A-962,0.5 cm grain size on average with a 1.5 cm wide seperentinization vein where the core chip was taken,D6A-962,Severson unit MAIN AGT; Severson description: AGT (AAT) HET; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,962,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-953a,oriented specimen for remanence,0,0,,,953,,,D6A-953,0.2 to 0.5 cm grain size,D6A-953,Severson unit MAIN AGT; Severson description: AGT (AAT) HET; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,953,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-953b,chip for rock magnetic experiments,,,,,953,,,D6A-953,0.2 to 0.5 cm grain size,D6A-953,Severson unit MAIN AGT; Severson description: AGT (AAT) HET; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,953,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-902a,oriented specimen for remanence,0,0,,,902,,,D6A-902,0.3 to 0.5 cm grain size,D6A-902,Severson unit MAIN AGT; Severson description: AGT HET (T/ORT/AT/AAT); rock type: anorthositic troctolite; sulfide 0%,47.6989,-91.8362,902,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-902b,chip for rock magnetic experiments,,,,,902,,,D6A-902,0.3 to 0.5 cm grain size,D6A-902,Severson unit MAIN AGT; Severson description: AGT HET (T/ORT/AT/AAT); rock type: anorthositic troctolite; sulfide 0%,47.6989,-91.8362,902,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-852a,oriented specimen for remanence,0,0,,,852,,,D6A-852,0.4 to 0.5 cm grain size mostly made of plag but containing large augites that can be up to 1.5 to 2 cm long,D6A-852,Severson unit MAIN AGT; Severson description: AGT HET (T/ORT/AT/AAT); rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,852,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-852b,chip for rock magnetic experiments,,,,,852,,,D6A-852,0.4 to 0.5 cm grain size mostly made of plag but containing large augites that can be up to 1.5 to 2 cm long,D6A-852,Severson unit MAIN AGT; Severson description: AGT HET (T/ORT/AT/AAT); rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,852,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-800a,oriented specimen for remanence,0,0,,,800,,,D6A-800,0.3 to 0.5 cm grain size,D6A-800,Severson unit MAIN AGT; Severson description: AGT HET (T); rock type: anorthositic troctolite; sulfide 0%,47.6989,-91.8362,800,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-800b,chip for rock magnetic experiments,,,,,800,,,D6A-800,0.3 to 0.5 cm grain size,D6A-800,Severson unit MAIN AGT; Severson description: AGT HET (T); rock type: anorthositic troctolite; sulfide 0%,47.6989,-91.8362,800,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-775a,oriented specimen for remanence,0,0,,,775,,,D6A-775,0.3 to 0.5 cm grain size,D6A-775,Severson unit MAIN AGT; Severson description: AGT (AAT) HET; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,775,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-775b,chip for rock magnetic experiments,,,,,775,,,D6A-775,0.3 to 0.5 cm grain size,D6A-775,Severson unit MAIN AGT; Severson description: AGT (AAT) HET; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,775,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-754a,oriented specimen for remanence,0,0,,,754,,,D6A-754,0.3 to 0.5 grain size,D6A-754,Severson unit MAIN AGT; Severson description: AGT (AAT) HET; rock type: augite troctolite; sulfide 1%,47.6989,-91.8362,754,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-754b,chip for rock magnetic experiments,,,,,754,,,D6A-754,0.3 to 0.5 grain size,D6A-754,Severson unit MAIN AGT; Severson description: AGT (AAT) HET; rock type: augite troctolite; sulfide 1%,47.6989,-91.8362,754,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-713a,oriented specimen for remanence,0,0,,,713,,,D6A-713,0.2 to 0.4 cm grain size,D6A-713,Severson unit MAIN AGT; Severson description: AGT (AAT) HET; rock type: augite troctolite; sulfide 1%,47.6989,-91.8362,713,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-713b,chip for rock magnetic experiments,,,,,713,,,D6A-713,0.2 to 0.4 cm grain size,D6A-713,Severson unit MAIN AGT; Severson description: AGT (AAT) HET; rock type: augite troctolite; sulfide 1%,47.6989,-91.8362,713,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-653a,oriented specimen for remanence,0,0,,,653,,,D6A-653,0.2 to 0.4 cm grain size and may be part of a xenolith,D6A-653,Severson unit MAIN AGT; Severson description: Vuggy GRANO (very light!); rock type: vuggy red rock; sulfide 0%,47.6989,-91.8362,653,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-653b,chip for rock magnetic experiments,,,,,653,,,D6A-653,0.2 to 0.4 cm grain size and may be part of a xenolith,D6A-653,Severson unit MAIN AGT; Severson description: Vuggy GRANO (very light!); rock type: vuggy red rock; sulfide 0%,47.6989,-91.8362,653,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-633a,oriented specimen for remanence,0,0,,,633,,,D6A-633,0.2 to 0.5 cm grain size with a lot of plag (>70%) and trace sulfides,D6A-633,Severson unit MAIN AGT; Severson description: AAT HOMOG; rock type: anorthositic troctolite; sulfide 1%,47.6989,-91.8362,633,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-633b,chip for rock magnetic experiments,,,,,633,,,D6A-633,0.2 to 0.5 cm grain size with a lot of plag (>70%) and trace sulfides,D6A-633,Severson unit MAIN AGT; Severson description: AAT HOMOG; rock type: anorthositic troctolite; sulfide 1%,47.6989,-91.8362,633,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-594a,oriented specimen for remanence,0,0,,,594,,,D6A-594,0.2 to 0.4 cm grain size with a large amount of plag (>70%),D6A-594,Severson unit MAIN AGT; Severson description: AGT HOMOG (plag-rich); rock type: anorthositic trcotolite; sulfide 1%,47.6989,-91.8362,594,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-594b,chip for rock magnetic experiments,,,,,594,,,D6A-594,0.2 to 0.4 cm grain size with a large amount of plag (>70%),D6A-594,Severson unit MAIN AGT; Severson description: AGT HOMOG (plag-rich); rock type: anorthositic trcotolite; sulfide 1%,47.6989,-91.8362,594,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-555a,oriented specimen for remanence,0,0,,,555,,,D6A-555,0.1 to 0.4 cm grain size with trace sulfides and a large amount of plag (>70%),D6A-555,Severson unit MAIN AGT; Severson description: AGT HOMOG (plag-rich); rock type: anorthositic troctolite; sulfide 1%,47.6989,-91.8362,555,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-555b,chip for rock magnetic experiments,,,,,555,,,D6A-555,0.1 to 0.4 cm grain size with trace sulfides and a large amount of plag (>70%),D6A-555,Severson unit MAIN AGT; Severson description: AGT HOMOG (plag-rich); rock type: anorthositic troctolite; sulfide 1%,47.6989,-91.8362,555,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-515a,oriented specimen for remanence,0,0,,,515,,,D6A-515,0.2 to 0.4 cm grain size,D6A-515,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,515,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-515b,chip for rock magnetic experiments,,,,,515,,,D6A-515,0.2 to 0.4 cm grain size,D6A-515,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,515,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-478a,oriented specimen for remanence,0,0,,,478,,,D6A-478,0.2 to 0.4 cm grain size with bands of augite-poor zones,D6A-478,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,478,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-478b,chip for rock magnetic experiments,,,,,478,,,D6A-478,0.2 to 0.4 cm grain size with bands of augite-poor zones,D6A-478,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,478,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-459a,oriented specimen for remanence,0,0,,,459,,,D6A-459,0.3 to 0.5 gm grain size,D6A-459,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 1%,47.6989,-91.8362,459,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-459b,chip for rock magnetic experiments,,,,,459,,,D6A-459,0.3 to 0.5 gm grain size,D6A-459,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 1%,47.6989,-91.8362,459,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-420a,oriented specimen for remanence,0,0,,,420,,,D6A-420,0.3 to 0.8 cm grain size with hematite replacing olivines (showing a red-stained color of iddingsite) and a small serpentinized vein (0.3 cm in width),D6A-420,Severson unit MAIN AGT; Severson description: AGT HOMOG (Hem-stained); rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,420,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-420b,chip for rock magnetic experiments,,,,,420,,,D6A-420,0.3 to 0.8 cm grain size with hematite replacing olivines (showing a red-stained color of iddingsite) and a small serpentinized vein (0.3 cm in width),D6A-420,Severson unit MAIN AGT; Severson description: AGT HOMOG (Hem-stained); rock type: augite troctolite; sulfide 0%,47.6989,-91.8362,420,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-441a,oriented specimen for remanence,0,0,,,441,,,D6A-441,1.4 mm grain size and deep reddish color,D6A-441,Severson unit MAIN AGT; Severson description: AGT HOMOG/GRANOPHYRE; rock type: granophyre; sulfide 0%,47.6989,-91.8362,441,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-441b,chip for rock magnetic experiments,,,,,441,,,D6A-441,1.4 mm grain size and deep reddish color,D6A-441,Severson unit MAIN AGT; Severson description: AGT HOMOG/GRANOPHYRE; rock type: granophyre; sulfide 0%,47.6989,-91.8362,441,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-397a,oriented specimen for remanence,0,0,,,397,,,D6A-397,0.7 to 1 cm grain size and a lighter red color,D6A-397,Severson unit MAIN AGT; Severson description: AGT HOMOG/GRANOPHYRE; rock type: granophyre; sulfide 0%,47.6989,-91.8362,397,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-397b,chip for rock magnetic experiments,,,,,397,,,D6A-397,0.7 to 1 cm grain size and a lighter red color,D6A-397,Severson unit MAIN AGT; Severson description: AGT HOMOG/GRANOPHYRE; rock type: granophyre; sulfide 0%,47.6989,-91.8362,397,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
